Date,Open,High,Low,Close,Volume,Adj Close
2012-11-20,864.00,873.50,858.50,873.50,1783600,873.50
2012-11-19,848.00,867.00,847.50,867.00,2511700,867.00
2012-11-16,851.00,858.50,844.50,844.50,3180000,844.50
2012-11-15,864.50,870.50,851.00,852.00,4756800,852.00
2012-11-14,872.00,880.50,869.50,871.00,5343800,871.00
2012-11-13,867.50,876.50,865.50,876.00,4256100,876.00
2012-11-12,874.00,877.00,867.00,871.00,3472600,871.00
2012-11-09,845.00,879.00,840.00,877.00,6355700,877.00
2012-11-08,868.00,869.50,858.71,861.00,3050700,861.00
2012-11-07,883.50,887.00,863.50,863.50,4487700,863.50
2012-11-06,874.50,880.04,871.00,879.00,1842500,879.00
2012-11-05,873.00,879.50,867.50,873.00,1787500,873.00
2012-11-02,877.00,884.50,872.50,880.50,4106600,880.50
2012-11-01,855.50,880.00,855.00,877.00,6662000,877.00
2012-10-31,858.00,860.50,854.50,854.50,4314100,854.50
2012-10-30,857.00,864.50,857.00,860.00,2974600,860.00
2012-10-29,850.00,864.00,850.00,859.50,7455200,859.50
2012-10-26,851.00,859.50,849.50,854.00,2350100,854.00
2012-10-25,854.00,862.50,853.50,856.50,2635800,856.50
2012-10-24,849.50,859.50,841.00,856.00,3911900,856.00
2012-10-23,871.00,872.00,851.50,854.00,3438900,854.00
2012-10-22,865.50,872.50,865.50,869.00,3381100,869.00
2012-10-18,876.00,878.00,864.50,872.00,4450100,872.00
2012-10-17,881.50,883.28,873.00,875.50,3157500,875.50
2012-10-16,880.50,886.50,878.00,880.50,3502700,880.50
2012-10-15,874.00,880.00,872.50,875.00,3242900,875.00
2012-10-10,871.50,875.00,865.00,871.00,5056600,871.00
2012-10-09,879.00,880.00,872.50,875.00,3443000,875.00
2012-10-05,870.00,884.50,868.00,882.00,4129400,882.00
2012-10-04,868.50,872.00,859.00,869.00,3139600,869.00
2012-10-03,860.00,870.50,855.00,868.50,1909200,868.50
2012-10-02,857.00,867.50,851.00,864.00,2830400,864.00
2012-10-01,844.00,869.50,843.50,862.50,4533300,862.50
2012-09-28,849.50,849.50,842.50,843.00,4456500,843.00
